Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1871.0824202152717
FDW14,OUT017,1610.6453177820397
NCN55,OUT010,1843.264735901032
FDQ58,OUT017,2581.3861103951763
FDY38,OUT027,5076.299237998677
FDH56,OUT046,1938.085763069331
FDL48,OUT018,668.0908147759021
FDC48,OUT027,2800.6349994782627
FDN33,OUT045,1546.2722166577062
FDA36,OUT017,3056.905008233834
FDT44,OUT017,2006.0997462817625
FDQ56,OUT045,1358.4013516723032
NCC54,OUT019,1810.5906837428017
FDU11,OUT049,2063.099995485859
DRL59,OUT013,956.8693441881024
FDM24,OUT049,2541.4488658612922
FDI57,OUT045,3050.046149464856
DRC12,OUT018,2722.738827454931
NCM42,OUT027,3191.167823539889
FDA46,OUT010,1130.0321665390288
FDA31,OUT013,2778.5109195268074
NCJ31,OUT035,3788.2909819774345
FDG52,OUT046,867.8991763093063
NCL19,OUT019,404.41758579189104
FDS10,OUT035,2988.909514374008
FDX22,OUT010,1457.6208452498854
NCF19,OUT035,989.5499551857504
NCE06,OUT046,2516.1623670993704
DRC27,OUT046,3762.1549820128225
FDE21,OUT035,2044.405565440899
NCR42,OUT019,-1241.733717626069
FDX51,OUT018,2836.653603936809
NCR06,OUT018,511.45409386239305
FDU31,OUT027,4862.575215209959
FDU59,OUT017,2692.088579345687
FDR03,OUT027,4680.395288567954
FDS49,OUT027,2769.866414509785
FDD48,OUT010,-1.902909357662793
NCF18,OUT017,3073.7199269686967
NCD43,OUT027,3101.8922064697595
NCD54,OUT018,1996.796495765081
FDY19,OUT010,27.670974895942436
NCY54,OUT017,2778.5797150283424
NCL19,OUT018,2024.9082971205567
FDP23,OUT010,1525.1095384739438
FDC26,OUT013,1841.5926202770763
FDR14,OUT010,-942.3246361401243
NCS41,OUT035,2993.1208977250535
FDF41,OUT035,3958.872006556798
FDU34,OUT046,2006.1991072574504
DRH11,OUT046,980.0962647398148
FDM03,OUT013,1760.4218245446057
FDS31,OUT017,2995.140836971579
FDJ20,OUT017,2104.816451074154
FDV44,OUT027,4427.740578302712
FDG02,OUT049,3073.603310842181
FDA09,OUT013,2899.6676426805484
FDT04,OUT013,752.0992254619262
FDL58,OUT019,2231.916086155504
FDE52,OUT045,1492.2755640143857
FDW12,OUT035,2501.127149045589
FDL51,OUT017,3494.3720068035145
NCY42,OUT027,3664.321638821681
FDR07,OUT017,1693.6318081210482
FDN40,OUT045,2361.8988184715445
FDB35,OUT027,2963.087353211032
FDA22,OUT017,2718.513125867518
NCL06,OUT046,4017.959152874394
FDI35,OUT013,2890.9985703717334
NCW42,OUT045,3358.3668041189953
NCX06,OUT049,2909.9884924922917
FDC37,OUT027,3197.0854771936924
FDZ14,OUT018,1754.0192740256343
DRG49,OUT049,3865.9034676193214
NCG06,OUT045,3881.245893644818
DRC36,OUT045,2698.765881680191
FDV21,OUT019,86.91887425873904
FDB53,OUT046,2338.670629334579
DRP47,OUT019,1968.4903664705187
FDA14,OUT013,2347.9692190382098
DRC24,OUT035,2552.156446425646
FDW21,OUT018,1446.3722018527556
NCH29,OUT046,1586.485836427759
FDU58,OUT013,3047.6856958927688
FDY27,OUT017,2911.0796405151923
FDV56,OUT035,1973.9583072961318
FDT59,OUT046,3592.1789928421636
FDB23,OUT046,3558.7182100951386
FDR49,OUT045,766.7669879768264
FDB03,OUT010,1866.4298479320928
FDN39,OUT045,2597.7485749578254
FDX02,OUT027,4891.960033050584
FDQ16,OUT027,3188.262553547225
FDU35,OUT018,1364.7721280186115
NCT29,OUT013,1978.7749975326926
FDZ27,OUT046,891.4678180538456
FDN57,OUT017,2348.309591607781
FDA03,OUT018,2095.085003151489
FDZ36,OUT045,2897.844046383131
NCU05,OUT013,1373.7760432207433
FDT39,OUT018,2192.8341307593855
FDK60,OUT017,1736.0761052960295
FDZ25,OUT017,2825.5378073375955
FDG12,OUT046,2031.3121119234806
DRB01,OUT019,1099.732635775922
NCC43,OUT027,5257.721732125714
FDX13,OUT019,1989.8002217037222
FDM22,OUT049,1090.6821472323236
FDJ03,OUT027,2345.6841382699595
FDU14,OUT018,3591.6291270985835
FDB33,OUT010,670.6632627155969
FDP27,OUT046,2969.320183728355
FDO38,OUT010,-580.2641637071638
FDE28,OUT027,5039.94378243141
FDO27,OUT035,1722.6023120821508
DRL23,OUT027,3161.1029452192
FDS28,OUT046,1026.2337613635916
FDX24,OUT013,1587.698403662977
FDZ02,OUT035,1782.7876254323853
FDL46,OUT045,1837.7295659755284
FDS60,OUT027,4242.591123198263
NCO06,OUT017,710.5658577221495
FDO16,OUT035,1576.633631982258
FDC60,OUT049,1578.0492309942529
FDA48,OUT018,3139.69016965672
FDZ36,OUT027,4385.223837505464
FDK27,OUT045,1910.9043933734017
FDW23,OUT018,465.6524458350542
FDM14,OUT018,1541.482259067127
FDM14,OUT013,1818.2512383430167
FDW60,OUT018,2586.2877914054848
FDE21,OUT013,1937.2850246625264
NCM42,OUT035,1909.4125606559355
FDY59,OUT010,-299.11727304941223
DRI49,OUT049,1397.880925993649
FDT28,OUT019,538.9939797894804
FDQ22,OUT018,490.1442348920914
FDR60,OUT049,1369.3934605765883
FDC50,OUT019,-340.22264452382717
FDV24,OUT013,2437.5081975534663
DRF48,OUT010,1071.0243886599292
FDQ47,OUT046,711.8469696348868
DRN36,OUT049,1678.5010374318301
NCY06,OUT035,2180.0442212977996
FDE52,OUT035,1683.1964688943062
NCB54,OUT045,1961.4740463295973
NCF31,OUT035,2540.811032955092
FDJ08,OUT027,4380.576898973932
NCC07,OUT017,1819.7800281355721
NCD19,OUT027,2367.5773622744214
FDL46,OUT049,2016.489626344759
FDM20,OUT045,3761.173117042562
NCI06,OUT010,942.9706715634678
DRM11,OUT035,4122.2109153323345
NCH07,OUT018,2202.2789442830044
FDS23,OUT013,2095.270764292553
FDO49,OUT018,672.3320473786741
FDS35,OUT049,1210.7359882896799
DRK39,OUT045,1308.5443138311973
DRI39,OUT049,1084.8591909168522
FDV04,OUT017,2621.7660324721514
NCN14,OUT035,2968.0869659504774
FDH08,OUT013,3639.240239380167
FDS20,OUT046,2877.402462896891
FDV40,OUT049,1389.1624101943223
FDZ48,OUT010,-80.63522761823879
FDS24,OUT027,2921.9543878291356
FDK44,OUT049,2820.537128074625
FDS48,OUT045,2332.3238134547323
FDK26,OUT010,1118.788388634492
FDD23,OUT045,2944.628906909502
NCH54,OUT017,2626.607264543859
NCP14,OUT010,-185.0971265197437
FDM60,OUT010,-1076.782949248982
FDV24,OUT017,2498.0669827375336
FDH08,OUT018,3300.251071749462
FDS12,OUT027,3439.524098381367
FDR39,OUT027,4253.627703970398
FDP12,OUT027,2171.025412863682
DRF60,OUT027,5065.461388913998
FDC09,OUT035,1877.8217451075866
