Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1646.3802110711288
FDW14,OUT017,1360.6436890062382
NCN55,OUT010,575.880961218961
FDQ58,OUT017,2464.4302058834337
FDY38,OUT027,5850.529435363357
FDH56,OUT046,1952.6036939836727
FDL48,OUT018,759.19570732417
FDC48,OUT027,2159.2504629439504
FDN33,OUT045,1515.5456828260762
FDA36,OUT017,3111.9323581834637
FDT44,OUT017,1933.116677064313
FDQ56,OUT045,1358.6797595247263
NCC54,OUT019,576.0189363113194
FDU11,OUT049,2028.9019985451698
DRL59,OUT013,880.5934173846354
FDM24,OUT049,2455.2704765717417
FDI57,OUT045,3040.592338078814
DRC12,OUT018,2940.855318029457
NCM42,OUT027,2908.3464702434803
FDA46,OUT010,504.410333964299
FDA31,OUT013,2849.3349352288783
NCJ31,OUT035,3861.540764983756
FDG52,OUT046,793.5528923363413
NCL19,OUT019,287.8623396726938
FDS10,OUT035,2987.943381717029
FDX22,OUT010,569.3317223928779
NCF19,OUT035,761.692503216162
NCE06,OUT046,2548.915476554845
DRC27,OUT046,3933.602470825327
FDE21,OUT035,1958.7025912539505
NCR42,OUT019,131.26364637150982
FDX51,OUT018,2988.4767999802075
NCR06,OUT018,618.0631386899934
FDU31,OUT027,5850.529435363357
FDU59,OUT017,2542.4048803605415
FDR03,OUT027,5850.529435363357
FDS49,OUT027,2067.329026499776
FDD48,OUT010,269.0144794650462
NCF18,OUT017,3031.8532875726873
NCD43,OUT027,2861.853371177081
NCD54,OUT018,2112.3938673029625
FDY19,OUT010,269.7050826042169
NCY54,OUT017,2868.6892084025794
NCL19,OUT018,2423.481839360269
FDP23,OUT010,571.4991127388698
FDC26,OUT013,1729.898280870613
FDR14,OUT010,131.26364637150982
NCS41,OUT035,3127.9078158150282
FDF41,OUT035,3930.9599461848143
FDU34,OUT046,2057.819435213409
DRH11,OUT046,942.2735532642259
FDM03,OUT013,1648.5244188222568
FDS31,OUT017,3065.1722011983175
FDJ20,OUT017,2000.3652914697805
FDV44,OUT027,5121.084369618312
FDG02,OUT049,3125.4399535800976
FDA09,OUT013,2986.239141982746
FDT04,OUT013,704.5775520204171
FDL58,OUT019,576.0189363113194
FDE52,OUT045,1380.8263201570985
FDW12,OUT035,2482.3178262738807
FDL51,OUT017,3669.747312705408
NCY42,OUT027,3024.0789552978545
FDR07,OUT017,1542.9233151244107
FDN40,OUT045,2461.9177925379154
FDB35,OUT027,2681.3816287303184
FDA22,OUT017,2545.6641800074563
NCL06,OUT046,4141.4920842267675
FDI35,OUT013,3046.7350513688575
NCW42,OUT045,3763.0516532635174
NCX06,OUT049,2994.9338089544513
FDC37,OUT027,2888.529203830521
FDZ14,OUT018,1946.0789162200244
DRG49,OUT049,3914.2273450099765
NCG06,OUT045,4085.949798343214
DRC36,OUT045,2868.110001448143
FDV21,OUT019,280.4005040428998
FDB53,OUT046,2501.6227791551064
DRP47,OUT019,572.4059969903886
FDA14,OUT013,2453.853083428234
DRC24,OUT035,2533.1653419325858
FDW21,OUT018,1624.69979238663
NCH29,OUT046,1551.2897739434388
FDU58,OUT013,3094.8001072901093
FDY27,OUT017,2901.92969989022
FDV56,OUT035,1657.9431065881188
FDT59,OUT046,3841.35304099787
FDB23,OUT046,3758.952438501152
FDR49,OUT045,759.2813724712686
FDB03,OUT010,576.2289392476995
FDN39,OUT045,2618.5920331887437
FDX02,OUT027,5850.529435363357
FDQ16,OUT027,2885.167203140436
FDU35,OUT018,1561.5117828218138
NCT29,OUT013,2013.421722711335
FDZ27,OUT046,794.1718304264142
FDN57,OUT017,2035.9035720559762
FDA03,OUT018,2425.107800953685
FDZ36,OUT045,3125.3049058091956
NCU05,OUT013,1412.7849505716963
FDT39,OUT018,2381.8534196925316
FDK60,OUT017,1544.4076928446639
FDZ25,OUT017,2802.0984248649097
FDG12,OUT046,2075.069956023073
DRB01,OUT019,499.75761848879694
NCC43,OUT027,5850.529435363357
FDX13,OUT019,571.6779219019028
FDM22,OUT049,869.8626052664602
FDJ03,OUT027,1090.063200752876
FDU14,OUT018,3792.655123825586
FDB33,OUT010,379.6854577004079
FDP27,OUT046,3141.07748545518
FDO38,OUT010,156.4808444924627
FDE28,OUT027,5850.529435363357
FDO27,OUT035,1515.8824002960498
DRL23,OUT027,2882.1371709712926
FDS28,OUT046,942.0306425164994
FDX24,OUT013,1470.2125651318738
FDZ02,OUT035,1545.3942574684604
FDL46,OUT045,1918.5383314989285
FDS60,OUT027,4769.609611639421
NCO06,OUT017,592.8544667103281
FDO16,OUT035,1357.126182639162
FDC60,OUT049,1361.8253678985247
FDA48,OUT018,3413.772412267302
FDZ36,OUT027,5104.466058949669
FDK27,OUT045,2031.650316632516
FDW23,OUT018,610.470843968117
FDM14,OUT018,1681.5443592627905
FDM14,OUT013,1648.3372062482033
FDW60,OUT018,2819.037268017531
FDE21,OUT013,1967.2978699436237
NCM42,OUT035,1661.4289656360377
FDY59,OUT010,227.4009463968315
DRI49,OUT049,1303.3855660205086
FDT28,OUT019,362.1751571887976
FDQ22,OUT018,608.728337245369
FDR60,OUT049,1261.3311455676248
FDC50,OUT019,234.6762768993714
FDV24,OUT013,2403.8717474192435
DRF48,OUT010,484.1647665858215
FDQ47,OUT046,629.8980734335289
DRN36,OUT049,1547.6679977314293
NCY06,OUT035,2029.2537415060367
FDE52,OUT035,1381.100729340864
NCB54,OUT045,2008.0940936131979
NCF31,OUT035,2491.7165335973077
FDJ08,OUT027,5149.410670886498
NCC07,OUT017,1645.6969376743407
NCD19,OUT027,1252.7322643337297
FDL46,OUT049,1988.3239982299208
FDM20,OUT045,3983.153724209834
NCI06,OUT010,451.25159465727586
DRM11,OUT035,4217.192983554316
NCH07,OUT018,2495.645064047641
FDS23,OUT013,2032.9984545291545
FDO49,OUT018,758.8419257219119
FDS35,OUT049,1062.6575827284414
DRK39,OUT045,1336.9988890267837
DRI39,OUT049,904.60696388856
FDV04,OUT017,2524.7147379846115
NCN14,OUT035,3053.2417942966076
FDH08,OUT013,3787.003136134815
FDS20,OUT046,3147.665043924465
FDV40,OUT049,1131.5843301889886
FDZ48,OUT010,259.1124573627179
FDS24,OUT027,2531.0259947242475
FDK44,OUT049,2856.1433522184234
FDS48,OUT045,2514.741904043307
FDK26,OUT010,488.2875027573801
FDD23,OUT045,3101.7526524963173
NCH54,OUT017,2600.9924939702155
NCP14,OUT010,242.59815079221474
FDM60,OUT010,131.26364637150982
FDV24,OUT017,2449.0186184615673
FDH08,OUT018,3565.8330844859192
FDS12,OUT027,3014.248422198071
FDR39,OUT027,4855.936642760356
FDP12,OUT027,1008.6851462852801
DRF60,OUT027,5850.529435363357
FDC09,OUT035,1647.386842766448
FDF50,OUT018,3027.7030393312084
FDG28,OUT035,3978.0816063720645
NCE19,OUT017,862.0143722858156
NCM53,OUT010,250.40360106874067
NCN18,OUT049,1713.0597099907388
FDF32,OUT035,3140.8696296158487
FDF11,OUT013,3890.3907867780513
DRI59,OUT049,3765.43314160774
NCG54,OUT035,2791.6906177180163
FDM44,OUT046,1644.820989653812
FDT57,OUT018,3611.6933584592507
