Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1844.2782230213527
FDW14,OUT017,1572.7017469793677
NCN55,OUT010,1875.193002040764
FDQ58,OUT017,2590.486396752505
FDY38,OUT027,5183.315422973719
FDH56,OUT046,1926.1442412060433
FDL48,OUT018,596.6301666272354
FDC48,OUT027,2783.261058142844
FDN33,OUT045,1513.1479008439915
FDA36,OUT017,3089.155674769825
FDT44,OUT017,1993.4503102813605
FDQ56,OUT045,1314.4642629475452
NCC54,OUT019,1856.2847018712887
FDU11,OUT049,2058.290748607301
DRL59,OUT013,892.0381555021054
FDM24,OUT049,2558.4668371609396
FDI57,OUT045,3082.7248331633714
DRC12,OUT018,2760.6007816059696
NCM42,OUT027,3197.8599672615705
FDA46,OUT010,1133.319796588457
FDA31,OUT013,2806.4315983313254
NCJ31,OUT035,3877.32648896809
FDG52,OUT046,802.0929528963038
NCL19,OUT019,364.61530308136275
FDS10,OUT035,3019.32854469715
FDX22,OUT010,1461.8809577154125
NCF19,OUT035,924.158705691772
NCE06,OUT046,2540.6614958529153
DRC27,OUT046,3850.7979767171832
FDE21,OUT035,2027.557187771436
NCR42,OUT019,-1360.002826022769
FDX51,OUT018,2869.9100787097495
NCR06,OUT018,429.4406593251856
FDU31,OUT027,4949.126076806371
FDU59,OUT017,2715.554883611335
FDR03,OUT027,4756.122204541129
FDS49,OUT027,2757.512984714392
FDD48,OUT010,-69.93356035817669
NCF18,OUT017,3115.9812146114923
NCD43,OUT027,3102.8318304965646
NCD54,OUT018,1989.7592641049318
FDY19,OUT010,-38.98210434089356
NCY54,OUT017,2817.4784547933277
NCL19,OUT018,2019.154401532037
FDP23,OUT010,1535.4692212801351
FDC26,OUT013,1823.5115519923847
FDR14,OUT010,-1032.8030263427638
NCS41,OUT035,3030.221110304412
FDF41,OUT035,4049.4924831784815
FDU34,OUT046,1997.5040048555097
DRH11,OUT046,932.6474840104333
FDM03,OUT013,1737.3795285869983
FDS31,OUT017,3026.2515091453015
FDJ20,OUT017,2095.424068840357
FDV44,OUT027,4494.004180001271
FDG02,OUT049,3110.3697162761264
FDA09,OUT013,2927.224436687867
FDT04,OUT013,675.7812216859033
FDL58,OUT019,2290.7884886210722
FDE52,OUT045,1445.835819360656
FDW12,OUT035,2508.9951711517224
