Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1651.2951137032803
FDW14,OUT017,1362.6959609883081
NCN55,OUT010,574.1654064246126
FDQ58,OUT017,2463.690987120404
FDY38,OUT027,5850.541406459491
FDH56,OUT046,1948.0329982865285
FDL48,OUT018,758.5876066445982
FDC48,OUT027,2132.2567562707063
FDN33,OUT045,1518.0644385772146
FDA36,OUT017,3102.316676976032
FDT44,OUT017,1923.9924570097062
FDQ56,OUT045,1358.4898697858077
NCC54,OUT019,574.8456428983922
FDU11,OUT049,2024.9663861235604
DRL59,OUT013,864.9611509850452
FDM24,OUT049,2458.4790998845297
FDI57,OUT045,3039.585215288959
DRC12,OUT018,2935.8655469522514
NCM42,OUT027,2914.847101081771
FDA46,OUT010,505.93336748462593
FDA31,OUT013,2860.4501130323465
NCJ31,OUT035,3870.9179333870234
FDG52,OUT046,786.601155387962
NCL19,OUT019,287.2763859855657
FDS10,OUT035,2990.505916092593
FDX22,OUT010,567.1244854264415
NCF19,OUT035,759.0532524268515
NCE06,OUT046,2545.4335241159843
DRC27,OUT046,3919.8015432424168
FDE21,OUT035,1959.9708772992872
NCR42,OUT019,131.15668907835865
FDX51,OUT018,2987.6200536690235
NCR06,OUT018,627.3278821041912
FDU31,OUT027,5850.541406459491
FDU59,OUT017,2530.945957278927
FDR03,OUT027,5848.730188158857
FDS49,OUT027,2050.6646411263187
FDD48,OUT010,269.93029103504233
NCF18,OUT017,3030.795269089678
NCD43,OUT027,2861.6074648258536
NCD54,OUT018,2107.0169887307457
FDY19,OUT010,270.46558357195295
NCY54,OUT017,2881.437503855676
NCL19,OUT018,2443.226635794156
FDP23,OUT010,571.0724353700175
FDC26,OUT013,1740.9080066298923
FDR14,OUT010,131.15668907835865
NCS41,OUT035,3124.053197732924
FDF41,OUT035,3909.4584288865276
FDU34,OUT046,2055.992216821715
DRH11,OUT046,950.1100619654362
FDM03,OUT013,1652.641139167415
FDS31,OUT017,3068.811297991186
FDJ20,OUT017,1998.6640486813342
FDV44,OUT027,5190.469079369012
FDG02,OUT049,3115.556562699151
FDA09,OUT013,3008.554166922028
FDT04,OUT013,698.3676308526697
FDL58,OUT019,574.8456428983922
FDE52,OUT045,1380.402929439072
FDW12,OUT035,2481.2740505452516
FDL51,OUT017,3713.0919835052623
NCY42,OUT027,3008.475526784954
FDR07,OUT017,1536.7381080383147
